Line;Chinese;Pinyin;Translation;NumberOfWords
2163;要她去牙科医生那里看病非得生拉硬拽不可;yao4 ta1 qu4 ya2 ke1 yi1 sheng1 na4 li kan4 bing4 fei1 de sheng1 la1 ying4 zhuai4 bu4 ke3! ;She had to be dragged into seeing the dentist.;19
2164;普鲁士士兵在锯木厂后边草地上操练;pu3 lu3 shi4 shi4 bing1 zai4 ju4 mu4 chang3 hou4 bian1 cao3 di4 shang4 cao1 lian4 ;The Prussians are drilling in the meadow behind the sawmill.;16
2165;我们必须加倍努力来澄清这一神秘的事件;wo3 men bi4 xu1 jia1 bei4 nu3 li4 lai2 deng4 qing1 zhe4 yi1 shen2 mi4 de shi4 jian4 ;We must multiply our efforts to clear up the mystery.;18
2166;噪音令人讨厌,尤其当你想睡觉的时候;zao4 yin1 ling4 ren2 tao3 yan4 you2 qi2 dang4 ni3 xiang3 shui4 jue2 de shi2 hou ;Noise is unpleasant, especially when you are trying to sleep.;17
2167;我希望我的告诫会促使她作出更大的努力;wo3 xi1 wang4 wo3 de gao4 jie4 kuai4 cu4 shi3 ta1 zuo4 chu1 geng4 da4 de nu3 li4 ;I hoped my warning would stimulate her to greater efforts.;18
2168;这只汉堡包不但气味好闻而且味道好吃;zhe4 zhi3 han4 bao3 bao1 bu4 dan4 qi4 wei4 hao4 wen2 er2 qie3 wei4 dao hao3 chi1 ;The hamburger not only smells good but (also) tastes delicious.;17
2169;辐射泄露的消息引起了公众的普遍恐慌;fu2 she4 xie4 lou4 de xiao1 xi yin3 qi3 le gong1 zhong4 de pu3 bian4 kong3 huang1 ;The news of the radiation leak caused widespread public alarm.;17
2170;那热气腾腾的蛋糕对这个饥饿的男孩是个诱惑;na4 re4 qi4 teng2 teng2 de dan4 gao1 dui4 zhe4 ge4 ji1 e4 de nan2 hai2 shi4 ge4 you4 huo4 ;The steaming cake was a bait for the hungry boy.;20
2171;流行歌星总是抱怨他们受到歌迷的包围;liu2 xing2 ge1 xing1 zong3 shi4 bao4 yuan4 ta1 men shou4 dao4 ge1 mi2 de bao1 wei2 ;Pop stars are always moaning about being mobbed by their fans.;17
2172;你总是随心所欲而不考虑我们的情感;ni3 zong3 shi4 sui2 xin1 suo3 yu4 er2 bu4 kao3 lu:4 wo3 men de qing2 gan3 ;You always follow your own inclination instead of thinking of our feelings.;16
2173;顺着这条大路走,在路的分岔口向右拐;shun4 zhuo2 zhe4 tiao2 da4 lu4 zou3 zai4 lu4 de fen4 cha4 kou3 xiang4 you4 guai3 ;Follow the main road until it branches, and then turn to the right.;17
2174;他听到的唯一的声音就是那台机器的嗡嗡声;ta1 ting1 dao4 de wei2 yi1 de sheng1 yin1 jiu4 shi4 na4 tai2 ji1 qi4 de weng1 weng1 sheng1 ;The only sound he heard was the hum of the machine.;19
2175;他用一支笔在地图上标出了波斯湾的位置;ta1 yong4 yi1 zhi1 bi3 zai4 di4 tu2 shang4 biao1 chu1 le Bo1 si1 wan1 de wei4 zhi ;He indicated the location of the Persian Gulf with a pen on the map.;18
2176;这位科学家在许多知识领域中都是杰出的;zhe4 wei4 ke1 xue2 jia1 zai4 xu3 duo1 zhi1 shi ling3 yu4 zhong4 dou1 shi4 jie2 chu1 de ;The scientist is distinguished in many spheres of knowledge.;18
2177;战士们唱起了歌颂他们英勇战斗的凯歌;zhan4 shi4 men chang4 qi3 le ge1 song4 ta1 men ying1 yong3 zhan4 dou4 de kai3 ge1 ;The soldiers sang a song of victory, describing their prowess in battle.;17
2178;他的建议在理论上可以, 但不能付诸实现;ta1 de jian4 yi4 zai4 li3 lun4 shang4 ke3 yi3 dan4 bu4 neng2 fu4 zhu1 shi2 xian4 ;His proposition is good in theory but cannot be put into practice.;19
2179;电视已成为传播政治思想的重要媒介;dian4 shi4 yi3 cheng2 wei2 chuan2 bo1 zheng4 zhi4 si1 xiang3 de zhong4 yao4 mei2 jie4 ;Television has become an important vehicle for spreading political ideas.;16
2180;他仅有的消遣是喝啤酒和在花园里种花草;ta1 jin3 you3 de xiao1 qian3 shi4 he4 pi2 jiu3 huo4 zai4 hua1 yuan2 li3 zhong4 hua1 cao3 ;His only recreations are drinking beer and working in the garden.;18
2181;郁金香在春天开出颜色鲜亮的杯状的花朵;yu4 jin1 xiang1 zai4 chun1 tian1 kai1 chu1 yan2 se4 xian3 liang4 de bei1 zhuang4 de hua1 duo3 ;Tulip grows large brightly-colored cup-shaped flower in spring.;18
2182;汤姆每次转身都把被子往他那边再拉一些;tang1 mu3 mei3 ci4 zhuan3 shen1 dou1 ba3 bei4 zi wang4 ta1 na4 bian zai4 la1 yi1 xie1 ;Every time Tom rolled over he pulled more of the bedclothes to his side.;18
2183;这位将军被誉为领导全国赢得胜利的人;zhe4 wei4 jiang1 jun1 bei4 yu4 wei4 ling3 dao3 quan2 guo2 ying2 de2 sheng4 li4 de ren2 ;The general was extolled as the man who had led the country to victory.;17
2184;杰克不仅是个好学生,而且还是名篮球队员;jie2 ke4 bu4 jin3 shi4 ge4 hao4 xue2 sheng er2 qie3 hai2 shi4 ming2 lan2 qiu2 dui4 yuan2 ;Jack is not only a good student but also a basketball player.;19
2185;一般人也许会嘲笑他的音乐,但我们更了解它;yi1 ban1 ren2 ye3 xu3 kuai4 chao2 xiao4 ta1 de yin1 yue4 dan4 wo3 men geng4 liao3 jie3 ta1 ;The multitude may laugh at his music, but we know better.;20
2186;我非常恼怒,以致觉得非给报社写封信不可;wo3 fei1 chang2 nao3 nu4 yi3 zhi4 jue2 de fei1 ji3 bao4 she4 xie3 feng1 xin4 bu4 ke3 ;I was so annoyed that I felt impelled to write a letter to the paper.;19
2187;他把派克大衣兜帽两边都绑得紧紧的来挡住雪;ta1 ba3 Pai4 ke4 da4 yi1 dou1 mao4 liang3 bian1 dou1 bang3 de jin3 jin3 de lai2 dang4 zhu4 xue3 ;He held both sides of the parka hood closed against the snow.;20
2188;由于投资少,我们的工业生产一直停滞不前;you2 yu2 tou2 zi1 shao4 wo3 men de gong1 ye4 sheng1 chan3 yi1 zhi2 ting2 zhi4 bu4 qian2 ;Due to low investment, our industrial output has remained stagnant.;19
2189;她沾湿了一块纸巾,轻轻擦去项链上的灰尘;ta1 zhan1 shi1 le yi1 kuai4 zhi3 jin1 qing1 qing1 ca1 qu4 xiang4 lian4 shang4 de hui1 chen2 ;She moistened a tissue and gently wiped the dust off the necklace.;19
2190;他听到汽车刹车发出的尖锐的声音,然后就摔倒了;ta1 ting1 dao4 qi4 che1 sha1 che1 fa1 chu1 de jian1 rui4 de sheng1 yin1 ran2 hou4 jiu4 shuai1 dao3 le ;He heard a screech of brakes and then fell down.;22
2191;木匠量了一下棚屋的尺寸, 立刻估计出它的大小;mu4 jiang4 liang4 le yi1 xia4 peng2 wu1 de chi3 cun li4 ke4 gu1 ji4 chu1 ta1 de da4 xiao3 ;The carpenter ran his ruler over the shed and sized it up at once.;22
2192;做试验前,老师给我们每个人发了一张滤纸;zuo4 shi4 yan4 qian2 lao3 shi1 ji3 wo3 men mei3 ge4 ren2 fa4 le yi1 zhang1 lu:4 zhi3 ;The teacher gave each of us a piece of filter paper before doing the experiment.;19
2193;魔术师口中念念有词, 把兔子从礼帽中掏了出来;mo2 shu4 shi1 kou3 zhong4 nian4 nian4 you3 ci2 ba3 tu4 zi zong4 li3 mao4 zhong4 tao1 le chu1 lai! ;`Abracadabra,' said the conjuror as he pulled the rabbit from the hat.;22
2194;我觉得你嘲笑他说英语的方式刺伤了他的自尊心;wo3 jue2 de ni3 chao2 xiao4 ta1 shuo1 Ying1 yu3 de fang1 shi4 ci4 shang1 le ta1 de zi4 zun1 xin1 ;I think you hurt his pride by laughing at the way he speaks English.;21
2195;这个百万富翁已把他一半的股票移交给他的长子;zhe4 ge4 bai3 wan4 fu4 weng1 yi3 ba3 ta1 yi1 ban4 de gu3 piao4 yi2 jiao1 ji3 ta1 de Zhang3 zi3 ;The millionaire has handed over 50 percent of his stock to his first son.;21
2196;其他地方更优厚的薪金待遇诱使他离开了公司;qi2 ta1 di4 fang geng4 you1 hou4 de xin1 jin1 dai4 yu4 you4 shi3 ta1 li2 kai1 le gong1 si1 ;He was seduced into leaving the company by the offer of higher pay elsewhere.;20
2197;他们的主要出口货物是纺织品,特别是丝绸和棉布;ta1 men de zhu3 yao4 chu1 kou3 huo4 wu4 shi4 fang3 zhi1 pin3 te4 bie2 shi4 si1 chou2 huo4 mian2 bu4 ;Their main exports are textiles, especially silk and cotton.;22
2198;他不敢把令人不快的真情告诉他们。他是条哑吧狗;ta1 bu4 gan3 ba3 ling4 ren2 bu4 kuai4 de zhen1 qing2 gao4 su ta1 men. ta1 shi4 tia2o ya3 ba go3u;He is afraid to tell them the unpalatable truths!###He is a dumb dog.;22
2199;这栋房子对我们来说不够大,而且离城太远了;zhe4 dong4 fang2 zi dui4 wo3 men lai2 shuo1 bu4 gou4 da4 er2 qie3 li2 cheng2 tai4 yuan3 le ;This house is not large enough for us, and further, it is too far from the town.;20
2200;大部分印第安人生活在联邦政府建立的保留地上;da4 bu4 fen yin4 di4 an1 ren2 sheng1 huo2 zai4 lian2 bang1 zheng4 fu3 jian4 li4 de bao3 liu2 di4 shang ;Most Indian live on reservation establish by the federal government.;21
2201;无论报纸上刊登什么荒谬的东西,总有人相信;wu2 lun4 bao4 zhi3 shang4 kan1 deng1 shen2 me huang1 miu4 de dong1 xi zong3 you3 ren2 xiang1 xin4 ;Whatsoever nonsense the newspaper prints, some people always believe it.;20
2202;这幅画表现了牛在溪边饮水的迷人的田园风光;zhe4 fu2 hua4 biao3 xian4 le niu2 zai4 xi1 bian1 yin3 shui3 de mi2 ren2 de tian2 yuan2 feng1 guang1 ;The picture showed a charming pastoral scene of cows drinking from a stream.;20
2203;孩子喂饱后不哭不闹的满足状使疲惫的母亲很满意;hai2 zi wei4 bao3 hou4 bu4 ku1 bu4 nao4 de man3 zu2 zhuang4 shi3 pi2 bei4 de mu3 qin1 hen3 man3 yi4 ;The quiet contentment of a well-fed child satisfied the tired mother.;22
2204;父亲想到乡下去,可是孩子们吵着要去海滨;fu4 qin1 xiang3 dao4 xiang1 xia4 qu4 ke3 shi4 hai2 zi men chao3 zhuo2 yao4 qu4 hai3 bin1 ;Father wanted to go to the country, but the children were whooping it up for the beach.;19
2205;最近,许多州坚持中学应该教学生如何开车;zui4 jin4 xu3 duo1 zhou1 jian1 chi2 zhong1 xue2 ying1 gai1 jiao4 xue2 sheng1 ru2 he2 kai1 che1 ;Recently, many states have insisted that high schools teach students how to drive.;19
2206;那人太阳穴上贴了一块膏药,看上去像个卡通人物;na4 ren2 tai4 yang2 xue2 shang4 tie1 le yi1 kuai4 gao1 yao4 kan4 shang4 qu4 xiang4 ge4 ka3 tong1 ren2 wu4 ;The man looks like a cartoon character with a plaster on his temple.;22
2207;那架喷气式飞机低飞掠过房顶, 隆隆声把大家吓了一跳;na4 jia4 pen4 qi4 shi4 fei1 ji1 di1 fei1 lu:e4 guo4 fang2 ding3 long2 long2 sheng1 ba3 da4 jia1 xia4 le yi1 tiao4! ;The jet zoomed low over the houses, frightening everyone.;25
2208;这些优异的成绩给我们全体工作人员带来了莫大的光荣;zhe4 xie you1 yi4 de cheng2 ji1 ji3 wo3 men quan2 ti3 gong1 zuo4 ren2 yuan2 dai4 lai2 le mo4 da4 de guang1 rong2! ;These excellent results reflect great credit on all our staff.;24
2209;庄园主宅第是一栋环抱在美丽的花园中的大理石房子;zhuang1 yuan2 zhu3 zhai2 di4 shi4 yi1 dong4 huan2 bao4 zai4 mei3 li4 de hua1 yuan2 zhong4 di4 da4 li3 shi2 fang2 zi ;The manor is a marble house surrounded by a beautiful garden.;23
2210;这块地毯已经脏得辨认不出原来的颜色了;zhe4 kuai4 di4 tan3 yi3 jing1 zang4 de bian4 ren4 bu4 chu1 yuan2 lai2 de yan2 se4 le! ;The carpet was badly stained, to such an extent that (i.e. so much that) you couldn't tell its original color.;18
2211;各反对党指责修建新机场是浪费纳税人的金钱;ge4 fan3 dui4 dang3 zhi3 ze2 xiu1 jian4 xin1 ji1 chang3 shi4 lang4 fei4 na4 shui4 ren2 de jin1 qian2 ;The opposition parties have condemned the new airport as a waste of taxpayers' money.;20
2212;开出鲜艳花朵的爬藤植物瀑布般悬挂在花园墙上;kai1 chu1 xian1 yan4 hua1 duo3 de pa2 teng2 zhi2 wu4 pu4 bu4 ban1 xuan2 gua4 zai4 hua1 yuan2 qiang2 shang4 ;Climbing plants with their bright flowers hung in cascades over the garden wall.;21
2213;美国的公共教育史起源于早期拓荒者的社会;Mei3 guo2 de gong1 gong4 jiao4 yu4 shi3 qi3 yuan2 yu2 zao3 qi1 tuo4 huang1 zhe3 de she4 hui4 ;The history of public education in the United States dates from the society of the early pioneers.;19
2214;工会运动旨在争取更高的工资和更好的工作条件;gong1 hui4 yun4 dong4 zhi3 zai4 zheng1 qu3 geng4 gao1 de gong1 zi1 huo4 geng4 hao3 de gong1 zuo4 tiao2 jian4 ;The Trade Union Movement works to obtain higher wages and better conditions.;21
2215;如果你们不是很熟的话,问别人薪水多少是很不礼貌的;ru2 guo3 ni3 men bu2 shi4 hen3 shu2 de hua4 wen4 bie2 ren2 xin1 shui3 duo1 shao shi4 hen3 bu4 li3 mao4 de ;It's bad manners to ask other's salary if you are not very familiar.;24
2216;热天穿棉布之类有渗透性的材料制成的衣服最为适宜;re4 tian1 chuan1 mian2 bu4 zhi1 lei4 you3 shen4 tou4 xing4 de cai2 liao4 zhi4 cheng2 de yi1 fu zui4 wei2 shi4 yi2 ;In hot weather cloths made of a porous material like cotton are best.;23
2217;美利坚合众国保证合众国各州实行共和政体;mei3 li4 jian1 he2 zhong4 guo2 bao3 zheng4 he2 zhong4 guo2 ge4 zhou1 shi2 xing2 gong4 he2 zheng4 ti3 ;The United States shall guarantee to every state in this union a republican form of government.;19
2218;吉姆在物理考试中作弊却逃避了惩罚, 麦克则受到责备;ji2 mu3 zai4 wu4 li3 kao3 shi4 zhong4 zuo4 bi4 que4 tao2 bi4 le cheng2 fa2 mai4 ke4 ze2 shou4 dao4 ze2 bei4 ;Jim got away with cheating in the physics test, while Mike was scolded.;25
2219;他们这些颠覆性的思想是对我们年轻人的精神污染;ta1 men zhe4 xie dian1 fu4 xing4 de si1 xiang3 shi4 dui4 wo3 men nian2 qing1 ren2 de jing1 shen2 wu1 ran3 ;They are contaminating the minds of our young people with these subversive ideas.;22
2220;现在场景转到仓库,行凶者正埋伏在那里伺机行动;xian4 zai4 chang3 jing3 zhuan4 dao4 cang1 ku4 xing4 xiong1 zhe3 zheng4 mai2 fu2 zai4 na4 li si4 ji1 xing2 dong4 ;And now the scene shifts to the warehouse, where the murderer is lying in wait.;22
2221;财务董事派人带话说,她因不能出席会议而向大家道歉;cai2 wu4 dong3 shi4 pai4 ren2 dai4 hua4 shuo1 ta1 yin1 bu4 neng2 chu1 xi2 hui4 yi4 er2 xiang4 da4 jia1 dao4 qian4 ;The Finance Director sends her apology and is unable to attend the meeting.;24
2222;我不知道他着了什么魔,在那条热闹的街上把车子开得这么快;wo3 bu4 zhi1 dao4 ta1 zhuo2 le shen2 me mo2 zai4 na4 tiao2 re4 nao de jie1 shang4 ba3 ju1 zi kai1 de zhe4 me kuai4 ;I don't know what possessed him to drive so fast down that busy street.;27
2223;我们赢得了合同,但是却经过了多次不屈不挠的谈判才达到目的;wo3 men ying2 de2 le he2 tong dan4 shi4 que4 jing1 guo4 le duo1 ci4 bu4 qu1 bu4 nao2 de tan2 pan4 cai2 da2 dao4 mu4 di4 ;We won the contract but only through a lot of tough negotiating.;28
2224;这种炎热的天气在夜晚尚能忍受,但白天就令人感到呼吸困难;zhe4 zhong3 yan2 re4 de tian1 qi4 zai4 ye4 wan3 shang4 neng2 ren3 shou4 dan4 bai2 tian1 jiu4 ling4 ren2 gan3 dao4 hu1 xi1 kun4 nan ;The heat was tolerable at night but suffocating during the day.;27
2225;那是我以前最喜欢的饭馆,但近来烹饪水平已大不如前了;na4 shi4 wo3 yi3 qian2 zui4 xi3 huan de fan4 guan3 dan4 jin4 lai2 peng1 ren4 shui3 ping2 yi3 da4 bu4 ru2 qian2 le ;It used to be my favorite restaurant but the standard of cooking has fallen off recently.;25
2226;我真希望我们能够看到更多新的电视节目,而不是翻来覆去的那几个老节目;wo3 zhen1 xi1 wang4 wo3 men neng2 gou4 kan4 dao4 geng4 duo1 xin1 de dian4 shi4 jie2 mu4 er2 bu2 shi4 fan1 lai2 fu4 qu4 de na4 ji3 ge lao3 jie2 mu4 ;I wish we could see more new programs on television, not repeats all the time.;33
2227;有人指定拉姆奇夫人把钱装在一只纸盒子里,并把纸板盒放在她的门外边;you3 ren2 zhi3 ding4 la1 mu3 qi2 fu1 ren ba3 qian2 zhuang1 zai4 yi1 zhi3 zhi3 he2 zi li3 bing4 ba3 zhi3 ban3 he2 fang4 zai4 ta1 de men2 wai4 bian ;Mrs. Ramsay was instructed to place the money in a cardboard box and to leave it outside her door.;32
2228;我已写一封抱怨信给国家铁路部门,总得有人要支持提高服务标准;wo3 yi3 xie3 yi1 feng1 bao4 yuan4 xin4 ji3 guo2 jia1 tie3 lu4 bu4 men2 zong3 dei3 you3 ren2 yao4 zhi1 chi2 ti2 gao1 fu2 wu4 biao1 zhun3 ;"""I've written a letter of complaint to State Rail; somebody has got to carry the banner for better standards of service.""";29
2229;规范语法阐述的是该派语法学家认为的某语言的口语或书面语的标准形式;gui1 fan4 yu3 fa3 chan3 shu4 de shi4 gai1 pai4 yu3 fa3 xue2 jia1 ren4 wei2 de mou3 yu3 yan2 de kou3 yu3 huo4 shu1 mian4 yu3 de biao1 zhun3 xing2 shi4! ;A normative grammar of a language describes how its authors think the language should be spoken or written.;32
2230;我的未完成的过去,从后边缠绕到我身上,使我难于死去。请从它那里释放了我吧;wo3 de wei4 wan2 cheng2 de guo4 qu zong4 hou4 bian1 chan2 rao3 dao4 wo3 shen1 shang4 shi3 wo3 nan4 yu2 si3 qu4. qi3ng zo4ng ta1 na4 li shi4 fa4ng le wo3 ba;Release me from my unfulfilled past clinging to me from behind making death difficult.;36
2231;这世上有些人把整个时间花费于搜寻正义,却腾不出时间来付诸实践;zhe4 shi4 shang4 you3 xie1 ren2 ba3 zheng3 ge4 shi2 jian1 hua1 fei4 yu2 sou1 xun2 zheng4 yi4 que4 teng2 bu4 chu1 shi2 jian1 lai2 fu4 zhu1 shi2 jian4 ;Some folks in this world spend their whole time hunting after righteousness and can not find any time to practice it.;30
2232;你疯了吗？;ni3 feng1 le ma?! ;Are you insane?;5
2233;你住在哪儿？;ni3 zhu4 zai4 na3 r?! ;Where do you live?;6
2234;多好的主意！;duo1 hao3 de zhu3 yi! ;What a swell idea!;6
2235;你太过分了！;ni3 tai4 guo4 fen4 le! ;You've gone too far!;6
2236;接着怎么样了?;jie1 zhe zen3 me yang4 le? ;What happened then?;7
2237;你想喝茶吗?;ni3 xiang3 he4 cha2 ma? ;Would you like a cup of tea?;6
2238;那儿怎么样？;na4 r zen3 me yang4?;What is it like there?;6
2239;这里谁负责？;zhe4 li3 shei2 fu4 ze2?;Who is in charge here?;6
2240;我说清楚了吗?;wo3 shuo1 qing1 chu le ma? ;Am I making myself clear?;7
2241;你做什么工作？;ni3 zuo4 shen2 me gong1 zuo4? ;What's your job?;7
2242;猪已喂过了吗?;zhu1 yi3 wei4 guo4 le ma? ;Have the pigs been fed yet?;7
2243;你懂挪威语吗？;ni3 dong3 nuo2 wei1 yu4 ma?! ;Do you know Norwegian?;7
2244;这是谁的钢笔？;zhe4 shi4 shei2 de gang1 bi3? ;Whose pen is this?;7
2245;你要橘子水吗?;ni3 yao4 ju2 zi shui3 ma? ;Would you like some orange?;7
2246;我看上去怎么样？;wo3 kan4 shang4 qu4 zen3 me yang4? ;How do I look?;8
2247;我能试穿一下吗？;wo3 neng2 shi4 chuan1 yi1 xia4 ma?! ;May I try it on?;8
2248;他下班回家了吗？;ta1 xia4 ban1 hui2 jia1 le ma?! ;Is he home from work?;8
2249;喔！多累的一天！;o1! duo1 lei4 de yi1 tian1!;Oh, what a tiring day!;8
2250;那个掸子很脏;nei4 ge4 dan3 zi hen3 zang4 ;That duster is very dirty.;6
2251;他遍体鳞伤;ta1 bian4 ti3 lin2 shang1 ;He was black and blue all over.;5
2252;这门闩不牢;zhe4 men2 shuan1 bu4 lao2 ;This door won't latch properly.;5
2253;你的约会怎么样？;ni3 de yue1 hui4 zen3 me yang4? ;How was your date?;8
2254;你觉得怎么样？;ni3 jue2 de zen3 me yang4? ;What do you think of it?;7
2255;你赚了多少钱？;ni3 zuan4 le duo1 shao qian2? ;How much money did you make?;7
2256;你选哪本书？;ni3 xuan3 nei3 ben3 shu1? ;Which one of the books is your pick?;6
2257;你喜欢香港吗？;ni3 xi3 huan xiang1 gang3 ma?! ;How do you like Hong Kong?;7
2258;祝您新年快乐！;zhu4 nin2 xin1 nian2 kuai4 le4! ;A happy new year to you!;7
2259;明天上午行吗?;ming2 tian1 shang4 wu3 xing4 ma? ;Is tomorrow morning any good?;7
2260;你认为你能来吗？;ni3 ren4 wei2 ni3 neng2 lai2 ma?! ;Do you think you can come?;8
2261;请问我搞对了吗?;qing3 wen4 wo3 gao3 dui4 le ma? ;Have I got it right, please?;8
2262;对不起；请原谅;dui4 bu4 qi；3 qing3 yuan2 liang4 ;I beg your pardon.;7
2263;星期天对你合适吗?;xing1 qi1 tian1 dui4 ni3 he2 shi4 ma? ;Will Sunday suit you?;9
2264;出去吃晚餐如何？;chu1 qu4 ji2 wan3 can1 ru2 he2? ;How about going out for dinner?;8
2265;鱼通过鳃呼吸;yu2 tong1 guo4 sai1 hu1 xi1 ;A fish breathes through its gills.;6
2266;她拍落几绺头发;ta1 pai1 luo4 ji3 liu3 tou2 fa! ;She patted down a few wisps of hair.;7
2267;你们有空房间吗？;ni3 men you3 kong4 fang2 jian1 ma?! ;Do you have a room available?;8
2268;你能帮我一个忙吗？;ni3 neng2 bang1 wo3 yi1 ge4 mang2 ma?! ;Would you do me a favor?;9
